FECHA PUBLICACIÓN,TIPO MEDIO,MEDIO,IMPORTE,RAZON SOCIAL MEDIO,CAMPAÑA
01/01/2016,WEB,REVISTA DIGITAL EVIDENCIAS,13000,TELÉMACO S.A.,BUENOS AIRES PLAYA
01/01/2016,WEB,www.7miradas.com,22000,TELÉMACO S.A.,VERANO
01/01/2016,WEB,www.datapolitica.com,33800,SILMAR PRODUCCIONES SRL,BUENOS AIRES PLAYA
01/01/2016,WEB,www.estacionaz.com,28250,DAK GRUPO CREATIVO SRL ,VERANO
01/01/2016,WEB,www.haceinstantes.net,34500,DAK GRUPO CREATIVO SRL ,VERANO
01/01/2016,WEB,www.horasminutosysegundos.com,12000,DAK GRUPO CREATIVO SRL ,VERANO
01/01/2016,WEB,www.lapoliticaonline.com,11250,FIDANZA IGNACIO AMILCAR,VERANO
01/01/2016,WEB,www.lapoliticaonline.com,26250,FIDANZA IGNACIO AMILCAR,VERANO
01/01/2016,MEDIOS GRAFICOS,FUNDAMIND,15600,FUNDACION ASISTENCIAL MATERNO INFANTIL DE AYUDA A NIÑOS CARENCIADOS,ECOPARQUE
01/01/2016,WEB,www.cineparavos.com,15373,GRUPO VIA S.A.,VERANO
01/01/2016,WEB,www.cuponstar.com,21960,GRUPO VIA S.A.,VERANO
01/01/2016,WEB,www.plateabaja.com,15373,GRUPO VIA S.A.,VERANO
02/01/2016,WEB,REVISTA DIGITAL EVIDENCIAS,15000,TELÉMACO S.A.,BUENOS AIRES PLAYA
02/01/2016,WEB,www.7miradas.com,25000,TELÉMACO S.A.,VERANO
02/01/2016,WEB,www.bigbangnews.com,282341.53,LA MAÑA S.R.L. / QUINTA COLUMNA,BUENOS AIRES PLAYA
02/01/2016,WEB,www.datapolitica.com,33800,SILMAR PRODUCCIONES SRL,BUENOS AIRES PLAYA
02/01/2016,WEB,www.estacionaz.com,28250,DAK GRUPO CREATIVO SRL ,VERANO
02/01/2016,WEB,www.haceinstantes.net,34500,DAK GRUPO CREATIVO SRL ,VERANO
02/01/2016,WEB,www.horasminutosysegundos.com,12000,DAK GRUPO CREATIVO SRL ,VERANO
02/01/2016,WEB,www.lapoliticaonline.com,22500,FIDANZA IGNACIO AMILCAR,BUENOS AIRES PLAYA
02/01/2016,WEB,www.lapoliticaonline.com,52500,FIDANZA IGNACIO AMILCAR,BUENOS AIRES PLAYA
02/01/2016,WEB,www.cineparavos.com,15373,GRUPO VIA S.A.,VERANO
02/01/2016,WEB,www.cuponstar.com,21960,GRUPO VIA S.A.,VERANO
02/01/2016,WEB,www.margendelmundo.com.ar,36000,LA CORNISA PRODUCCIONES S.A.,VERANO
02/01/2016,WEB,www.plateabaja.com,15373,GRUPO VIA S.A.,VERANO
02/05/2016,WEB,www.metro951.com,30492,Radiodifusora Metro S.A.,VERANO EN LA CIUDAD 2016
02/05/2016,WEB,www.mundotkm.com,30250,VI-DA PRODUCCIONES S.A.,VERANO EN LA CIUDAD 
02/08/2016,WEB,www.continental.com.ar,24200,LS4 RADIO CONTINENTAL SOCIEDAD ANONIMA,VERANO EN LA CIUDAD 2016
02/08/2016,WEB,www.los40principales.com.ar,36300,LS4 RADIO CONTINENTAL SOCIEDAD ANONIMA,VERANO EN LA CIUDAD 2016
02/11/2016,WEB,www.taringa.net,72600,LATIN AMERICA MEDIA AND SOFT S.A.,VERANO EN LA CIUDAD
02/11/2016,WEB,www.infobae.com,90750,THX MEDIOS S.A.,VERANO EN LA CIUDAD 2016
02/16/2016,WEB,www.clarin.com,111078,ARTE GRAFICO EDITORIAL ARGENTINO SA,VERANO EN LA CIUDAD 2016
02/17/2016,WEB,www.perfil.com,72600,EDITORIAL PERFIL S.A.,VERANO EN LA CIUDAD 
02/28/2016,WEB,www.facebook.com,89767.9,FACEBOOK,BUENOS AIRES PLAYA
02/28/2016,WEB,www.google.com,6600.56,GOOGLE,BUENOS AIRES PLAYA
02/28/2016,WEB,www.google.com,111399.32,GOOGLE,BUENOS AIRES PLAYA
02/28/2016,WEB,www.google.com,5628.63,GOOGLE,VERANO EN LA CIUDAD
02/28/2016,WEB,www.google.com,38313.22,GOOGLE,VERANO EN LA CIUDAD
02/29/2016,WEB,SPOTIFY,59048,IMS ARGENTINA SRL,VERANO
02/29/2016,WEB,www.facebook.com,45033.64,FACEBOOK,VERANO EN LA CIUDAD 2016
02/29/2016,WEB,www.girabsas.com.ar,13000,ZUMBA S.A,VERANO EN LA CIUDAD 2016
02/29/2016,WEB,www.iprofesional.com,90750,EMPRENDIMIENTOS CORPORATIVOS S.A.,VERANO EN LA CIUDAD 2016
02/29/2016,WEB,www.clarin.com/espacio-clarin,145200,ARTE GRAFICO EDITORIAL ARGENTINO SA,VERANO EN LA CIUDAD 2016
03/01/2016,WEB,LANUEVAMETROPOLIS.COM.AR,5000,ANDREA GLIKMAN,DENGUE
03/01/2016,WEB,REVISTA DIGITAL EVIDENCIAS,15000,TELÉMACO S.A.,DENGUE
03/01/2016,WEB,www.15minutos.com.ar,25000,IDEAR MEDIA SA,DENGUE
03/01/2016,WEB,www.7miradas.com,25000,TELÉMACO S.A.,DENGUE
03/01/2016,WEB,www.adnciudad.com,15000,PERUJO RIVAS MARIA ROBERTA,DENGUE
03/01/2016,WEB,www.aim.com.ar,8050,AGENCIA ISLAMICA DE NOTICIAS S.A.AGENCIA ISLAMICA DE NOTICIAS S.A.,DENGUE
03/01/2016,WEB,www.amia.com.ar,13800,ASOCIACION MUTUAL ISRAELITA ARGENTINA,DENGUE
03/01/2016,WEB,www.bigbangnews.com,282341.53,LA MAÑA S.R.L. / QUINTA COLUMNA,DENGUE
03/01/2016,WEB,www.buenosairesdiario.com,21450,VELARDI LORENA VERONICA,DENGUE
03/01/2016,WEB,www.buenosairesmequiere.com,11700,Patricia Anahi Garcia,DENGUE
03/01/2016,WEB,www.comunacero.com.ar,9000,TRES ELES PRODUCCIONES SRL,DENGUE
03/01/2016,WEB,www.dariolopreite.com.ar,8000,EN EL MEDIO PRODUCCIONES SRL ,DENGUE
03/01/2016,WEB,www.datapolitica.com,33800,SILMAR PRODUCCIONES SRL,DENGUE
03/01/2016,WEB,www.defiendase.com,10000,COMARIN COMUNICACIONES Y MARKETING SRL ,DENGUE
03/01/2016,WEB,www.diariodecultura.com.ar,10000,LOPEZ DANIEL HORACIO,DENGUE
03/01/2016,WEB,www.diarioveloz.com.ar,60000,COMPAÑIA GENERAL DE PRODUCCIONES SA / INTERLOCK SA,DENGUE
03/01/2016,WEB,www.ejes.com,10000,EJES SA,DENGUE
03/01/2016,WEB,www.empleos.amia.org.ar,13000,ASOCIACION MUTUAL ISRAELITA ARGENTINA,DENGUE
03/01/2016,WEB,www.enciclomedios.com,24400,RINOCERONTE PRODUCCIONES SA / PANOPTICO SRL,DENGUE
03/01/2016,WEB,www.estacionaz.com,28250,DAK GRUPO CREATIVO SRL ,DENGUE
03/01/2016,WEB,www.expedientepolitico.com.ar,5000,PIZZI NICOLAS ANTONIO,DENGUE
03/01/2016,WEB,www.generaciona.com.ar,6000,JXA SRL / JAMEOS S.A.,DENGUE
03/01/2016,WEB,www.hablemosdepolitica.com.ar,3630,ANGEL PESCE,DENGUE
03/01/2016,WEB,www.haceinstantes.net,34500,DAK GRUPO CREATIVO SRL ,DENGUE
03/01/2016,WEB,www.haciendofoconews.com.ar,5000,RODOLFO HECTOR HERRERA,DENGUE
03/01/2016,WEB,www.horasminutosysegundos.com,18000,DAK GRUPO CREATIVO SRL ,DENGUE
03/01/2016,WEB,www.indgraphicdesign.com.ar,4000,NICOLAS DURE,DENGUE
03/01/2016,WEB,www.lapoliticaonline.com,27000,FIDANZA IGNACIO AMILCAR,DENGUE
03/01/2016,WEB,www.lapoliticaonline.com,63000,FIDANZA IGNACIO AMILCAR,DENGUE
03/01/2016,WEB,www.luisnovaresio.com.ar,25000,COMUNICACION PUBLICITARIA SRL ,DENGUE
03/01/2016,WEB,www.marabuntaonline.com,6000,JAMEOS SA,DENGUE
03/01/2016,WEB,www.milimcultural.com.ar,3450,ALICIA ESTER VISCHNIVETZKY,DENGUE
03/01/2016,WEB,www.monicagutierrez.com.ar,14400,RAPPORTO S.A.,DENGUE
03/01/2016,WEB,www.notiar.com.ar,6000,GRUPO INFORMATIVO NOTIAR SRL,DENGUE
03/01/2016,WEB,www.noticiasbaires.com.ar,31590,GUERRERO LEDEZMA MARTA DELICIA,DENGUE
03/01/2016,WEB,www.politicasypublicas.com,10000,CAMISAY,DENGUE
03/01/2016,WEB,www.proyectogeo.com,9000,MIROL ESTEBAN ANIBAL,DENGUE
03/01/2016,WEB,www.revistameta.com.ar,4000,FERNANDO EMILIO CASALS,DENGUE
03/01/2016,WEB,www.sanlorenzoprimero.com.ar,5000,LEONARDO DAMIAN ESPINOSA ANZOATEGUI,DENGUE
03/01/2016,WEB,www.semilleroazulgrana.com.ar,5000,CRISTIAN DAMIAN PALADINO,DENGUE
03/01/2016,WEB,www.todociencia.com,7000,C Y M PUBLICIDAD S.R.L.,DENGUE
03/01/2016,WEB,www.urgente24.com,25000,HORA 25 SRL,DENGUE
03/01/2016,MEDIOS GRAFICOS,PERIODICO PERU 160,6000,SONICH ALEJANDRO PEDRO ,DENGUE
03/01/2016,MEDIOS GRAFICOS,PLANEANDO SOBRE BUE,17696.25,COMARIN COMUNICACIONES Y MARKETING SRL ,DENGUE
03/01/2016,WEB,www.aica.org,14375,AGENCIA INFORMATIVA CATOLICA ARGENTINA ,DENGUE
03/01/2016,WEB,www.seccionciudad.com,8640,RODEGHIERO DANIEL ESTEBAN,DENGUE
03/01/2016,WEB,www.cineparavos.com,18447.6,GRUPO VIA S.A.,DENGUE
03/01/2016,WEB,www.cuponstar.com,26352,GRUPO VIA S.A.,DENGUE
03/01/2016,WEB,www.hipercritico.com,36000,LA CORNISA PRODUCCIONES S.A.,DENGUE
03/01/2016,WEB,www.plateabaja.com,18447.6,GRUPO VIA S.A.,DENGUE
03/01/2016,WEB,www.notasdeactualidad.com.ar,30000,EL ARBOL DIGITAL SRL ,DENGUE
03/01/2016,WEB,www.noticiasurbanas.com.ar,24200,PRODUCCIONES URBANAS SRL,DENGUE
03/01/2016,MEDIOS GRAFICOS,JOY,15000,TOUGH MATCH SRL,BAFICI
03/01/2016,WEB,www.pastoraldigital.com,13800,ARZOBISPADO DE BUENOS AIRES CENTRO TELEVISIVO ARQUIDIOCESANO- RADIO FM 107.1,DENGUE
03/05/2016,MEDIOS GRAFICOS,FORTUNA,35540.36,EDITORIAL PERFIL S.A.,DENGUE
03/06/2016,MEDIOS GRAFICOS,REVISTA LUZ,30904.09,EDITORIAL PERFIL S.A.,RECICLAJE
03/13/2016,WEB,www.facebook.com,295240,FACEBOOK,SEMANA SANTA 
03/13/2016,MEDIOS GRAFICOS,REVISTA LUZ,30904.09,EDITORIAL PERFIL S.A.,SEMANA SANTA 2016
03/17/2016,MEDIOS GRAFICOS,TODO ES HISTORIA,14520,FELICITAS LUNA,TOUR PAPAL
03/20/2016,WEB,KICK ADS,72600,KICKADS S.R.L.,SEMANA SANTA 2016
03/20/2016,WEB,PERFIL.CARAS.COM,49368,PERFIL S.A.,SEMANA SANTA
03/20/2016,WEB,PERFIL.NOTICIAS.COM,38790,PERFIL S.A.,SEMANA SANTA
03/20/2016,WEB,PONTA MEDIA,50000,PONTA MEDIA SRL,SEMANA SANTA 
03/20/2016,WEB,www.bumeran.com.ar,75517.55,NAVENT,SEMANA SANTA 2016
03/20/2016,WEB,www.facebook.com,324645.16,FACEBOOK,SEMANA SANTA 
03/20/2016,WEB,www.girabsas.com.ar,32500,ZUMBA S.A,SEMANA SANTA 2016
03/20/2016,WEB,www.google.com,325883,GOOGLE,SEMANA SANTA
03/20/2016,WEB,www.lavoz.com.ar,60500,COMERCIALIZADORA DE MEDIOS DEL INTERIOR SA,DENGUE
03/20/2016,WEB,www.tripadvisor.com,60000,"SeatGuru, FlipKey, HouseTrip, La Fourchette SAS",SEMANA SANTA
03/20/2016,WEB,www.ellitoral.com,20325,EDITORIAL PERFIL S.A.,DENGUE
03/20/2016,MEDIOS GRAFICOS,REVISTA LUZ,30904.09,EDITORIAL PERFIL S.A.,SEMANA SANTA 2016
03/20/2016,WEB,www.perfil.com,170682,EDITORIAL PERFIL S.A.,SEMANA SANTA 2016
03/20/2016,WEB,www.headway.com,72600,TONSAI S.A.,SEMANA SANTA 2016
03/21/2016,WEB,www.infobae.com,93775,THX MEDIOS S.A.,DENGUE
03/27/2016,MEDIOS GRAFICOS,REVISTA LUZ,30904.09,EDITORIAL PERFIL S.A.,FIN DE SEMANA LARGO BA
03/31/2016,WEB,www.facebook.com,39841.43,FACEBOOK,DENGUE
03/31/2016,WEB,www.facebook.com,88090.63,FACEBOOK,SEMANA SANTA 
03/31/2016,WEB,www.facebook.com,164950.07,FACEBOOK,SEMANA SANTA 
03/31/2016,WEB,www.google.com,73341.73,GOOGLE,DENGUE
03/31/2016,WEB,www.iprofesional.com,60500,EMPRENDIMIENTOS CORPORATIVOS S.A.,DENGUE
04/01/2016,WEB,LANUEVAMETROPOLIS.COM.AR,5000,ANDREA GLIKMAN,SUBTE
04/01/2016,WEB,LANUEVAMETROPOLIS.COM.AR,5000,ANDREA GLIKMAN,SUBTE
04/01/2016,WEB,PERIODISMO.COM,4000,DIEGO ROTTMAN,SUBTE
04/01/2016,WEB,REVISTA DIGITAL EVIDENCIAS,15000,TELÉMACO S.A.,SUBTE
04/01/2016,WEB,ww.visavis.com.ar,27500,GC PRODUCCIONES,SUBTE
04/01/2016,WEB,www.15minutos.com.ar,25000,IDEAR MEDIA SA,SUBTE
04/01/2016,WEB,www.7miradas.com,25000,TELÉMACO S.A.,SUBTE
04/01/2016,WEB,www.adnciudad.com,15000,PERUJO RIVAS MARIA ROBERTA,SUBTE
04/01/2016,WEB,www.aim.com.ar,8050,AGENCIA ISLAMICA DE NOTICIAS S.A.AGENCIA ISLAMICA DE NOTICIAS S.A.,SUBTE
04/01/2016,WEB,www.amia.org.ar,13800,ASOCIACION MUTUAL ISRAELITA ARGENTINA,SUBTE
04/01/2016,WEB,www.andresferraro.com.ar,6000,FERRARO ANDRES,SUBTE
04/01/2016,WEB,www.bigbangnews.com,282341.53,LA MAÑA S.R.L. / QUINTA COLUMNA,SUBTE
04/01/2016,WEB,www.buenosairesdiario.com,21450,VELARDI LORENA VERONICA,SUBTE
04/01/2016,WEB,www.buenosairesmequiere.com,11700,Patricia Anahi Garcia,SUBTE
04/01/2016,WEB,www.claves-info.com.ar,5000,DEVICOM SA,SUBTE
04/01/2016,WEB,www.comunacero.com.ar,9000,TRES ELES PRODUCCIONES SRL,SUBTE
04/01/2016,WEB,www.dariolopreite.com.ar,8000,EN EL MEDIO PRODUCCIONES SRL ,SUBTE
04/01/2016,WEB,www.datapolitica.com,33800,SILMAR PRODUCCIONES SRL,SUBTE
04/01/2016,WEB,www.defiendase.com,10000,COMARIN COMUNICACIONES Y MARKETING SRL ,SUBTE
04/01/2016,WEB,www.diariodecultura.com.ar,10000,LOPEZ DANIEL HORACIO,SUBTE
04/01/2016,WEB,www.diarioveloz.com.ar,60000,COMPAÑIA GENERAL DE PRODUCCIONES SA / INTERLOCK SA,SUBTE
04/01/2016,WEB,www.ejes.com,10000,EJES SA,SUBTE
04/01/2016,WEB,www.empleos.amia.org.ar,13000,ASOCIACION MUTUAL ISRAELITA ARGENTINA,SUBTE
04/01/2016,WEB,www.enciclomedios.com,24400,RINOCERONTE PRODUCCIONES SA / PANOPTICO SRL,SUBTE
04/01/2016,WEB,www.estacionaz.com,28500,DAK GRUPO CREATIVO SRL ,SUBTE
04/01/2016,WEB,www.expedientepolitico.com.ar,5000,PIZZI NICOLAS ANTONIO,SUBTE
04/01/2016,WEB,www.fmdelta903.com,15300,DAK GRUPO CREATIVO SRL ,SUBTE
04/01/2016,WEB,www.fundamind.org.ar,4999.95,FUNDACION ASISTENCIAL MATERNO INFANTIL DE AYUDA A NIÑOS CARENCIADOS,SUBTE
04/01/2016,WEB,www.gacetamercantil.com.ar,15625,GACETA MERCANTIL S.A,SUBTE
04/01/2016,WEB,www.generaciona.com.ar,6000,JXA SRL / JAMEOS S.A.,SUBTE
04/01/2016,WEB,www.hablemosdepolitica.com.ar,3630,ANGEL PESCE,SUBTE
04/01/2016,WEB,www.haceinstantes.net,34500,DAK GRUPO CREATIVO SRL ,SUBTE
04/01/2016,WEB,www.haciendofoconews.com.ar,5000,RODOLFO HECTOR HERRERA,SUBTE
04/01/2016,WEB,www.horasminutosysegundos.com,18000,DAK GRUPO CREATIVO SRL ,SUBTE
04/01/2016,WEB,www.indgraphicdesign.com.ar,5000,NICOLAS DURE,SUBTE
04/01/2016,WEB,www.lapoliticaonline.com,27000,FIDANZA IGNACIO AMILCAR,SUBTE
04/01/2016,WEB,www.lapoliticaonline.com,63000,FIDANZA IGNACIO AMILCAR,SUBTE
04/01/2016,WEB,www.laquintapata.com,7000,HOURMILOUGUE CARLOS ALBERTO,SUBTE
04/01/2016,MEDIOS VECINALES/WEB,www.larayuela.com.ar,6673.4,ALVAREZ GRACIELA ELDA,SUBTE
04/01/2016,WEB,www.leviathan.com.ar,10800,COMPAÑIA DE RAMOS GENERALES SRL,SUBTE
04/01/2016,WEB,www.lideresargentinos.com,9000,MINUCHIN SILVIA,SUBTE
04/01/2016,WEB,www.luisnovaresio.com.ar,25000,COMUNICACION PUBLICITARIA SRL ,SUBTE
04/01/2016,WEB,www.marabuntaonline.com,6000,JAMEOS SA,SUBTE
04/01/2016,WEB,www.mariaisabelsanchez.com.ar,12000,MARIA ISABEL SANCHEZ,SUBTE
04/01/2016,WEB,www.mariajuliaolivan.com.ar,6000,OLIVAN MARIA JULIA,SUBTE
04/01/2016,WEB,www.megaurbe.com.ar,6673.4,WANG ELIZABETH TEH-CHUAN,SUBTE
04/01/2016,WEB,www.mibelgrano.com.ar,6673.4,GOTHELF FABIO ARIEL,BAFICI
04/01/2016,WEB,www.milimcultural.com.ar,3450,ALICIA ESTER VISCHNIVETZKY,SUBTE
04/01/2016,WEB,www.minutopolitico.com,12500,AVENDAÑO OMAR,SUBTE
04/01/2016,WEB,www.minutoxt.com.ar,27500,GC PRODUCCIONES ,SUBTE
04/01/2016,WEB,www.monicagutierrez.com.ar,14400,RAPPORTO S.A.,SUBTE
04/01/2016,WEB,www.notiar.com.ar,6000,GRUPO INFORMATIVO NOTIAR SRL,SUBTE
04/01/2016,WEB,www.noticiasbaires.com.ar,31590,GUERRERO LEDEZMA MARTA DELICIA,SUBTE
04/01/2016,WEB,www.nuevacatedra.com.ar,7000,BELTRAN MULEIRO MELINA JULIETA,SUBTE
04/01/2016,WEB,www.parabuenosaires.com,9300,D ANNA ROBERTO PABLO,SUBTE
04/01/2016,WEB,www.parquechasweb.com.ar,6673.4,BELVEDERE FERNANDO DARÍO,SUBTE
04/01/2016,WEB,www.politicasypublicas.com,10000,CAMISAY,SUBTE
04/01/2016,WEB,www.puraciudad.com,9500,SPAGNOLLI MARIA NATALIA,SUBTE
04/01/2016,WEB,www.revistameta.com.ar,4000,FERNANDO EMILIO CASALS,SUBTE
04/01/2016,WEB,www.sanlorenzoprimero.com.ar,5000,LEONARDO DAMIAN ESPINOSA ANZOATEGUI,SUBTE
04/01/2016,WEB,www.saraditomaso.com,6000,SARA DI TOMASO,SUBTE
04/01/2016,WEB,www.semilleroazulgrana.com.ar,5000,CRISTIAN DAMIAN PALADINO,SUBTE
04/01/2016,WEB,www.silviabacher.com.ar,5000,BYK ALEJANDRO,SUBTE
04/01/2016,WEB,www.todociencia.com,7000,C Y M PUBLICIDAD S.R.L.,SUBTE
04/01/2016,WEB,www.transparenciablog.com.ar,6673.4,MARTÍN ANIBAL TRIFONE,BAFICI 
04/01/2016,WEB,www.urgente24.com,25000,HORA 25 SRL,SUBTE
04/01/2016,MEDIOS GRAFICOS,PERIODICO PERU 160,12000,SONICH ALEJANDRO PEDRO ,FERIAS ITINERANTES  FIBA
04/01/2016,MEDIOS GRAFICOS,PLANEANDO SOBRE BUE,17696.25,COMARIN COMUNICACIONES Y MARKETING SRL ,CAMPAÑAS VARIAS
04/01/2016,WEB,www.aica.org,14375,AGENCIA INFORMATIVA CATOLICA ARGENTINA ,SUBTE
04/01/2016,WEB,www.seccionciudad.com,8640,RODEGHIERO DANIEL ESTEBAN,SUBTE
04/01/2016,WEB,www.cineparavos.com,18447.6,GRUPO VIA S.A.,SUBTE
04/01/2016,WEB,www.cuponstar.com,26352,GRUPO VIA S.A.,SUBTE
04/01/2016,WEB,www.hipercritico.com,36300,LA CORNISA PRODUCCIONES S.A.,SUBTE
04/01/2016,MEDIOS VECINALES/WEB,www.vecinosycomunas.com.ar,6673.4,COOPERATIVA DE TRABAJO EME CONT LTDA,BAFICI
04/01/2016,WEB,www.plateabaja.com,18447.6,GRUPO VIA S.A.,SUBTE
04/01/2016,WEB,www.consumo21.com.ar,8000,EL ARBOL DIGITAL SRL ,SUBTE
04/01/2016,WEB,www.notasdeactualidad.com.ar,30000,EL ARBOL DIGITAL SRL ,SUBTE
04/01/2016,WEB,www.noticiasurbanas.com.ar,24200,PRODUCCIONES URBANAS SRL,SUBTE
04/01/2016,WEB,www.planetajoy.com,21780,TOUGH MATCH SRL,SUBTE
04/01/2016,WEB,www.vivobaires.com,18150,VOCACION SRL ,SUBTE
04/01/2016,WEB,www.pastoraldigital.com,13800,ARZOBISPADO DE BUENOS AIRES CENTRO TELEVISIVO ARQUIDIOCESANO- RADIO FM 107.1,SUBTE
04/04/2016,MEDIOS GRAFICOS,TEATRO COLON,21935,VOCACION SRL,AGENDA CULTURAL
04/08/2016,WEB,www.zonajobs.com,8228,NAVENT,CAMPAÑAS VARIAS
04/13/2016,MEDIOS GRAFICOS,TODO ES HISTORIA,14520,FELICITAS LUNA,FERIAS ITINERANTES - FIABS
04/15/2016,MEDIOS GRAFICOS,REVISTA PAPARAZZI,65243.2,EDITORIAL ATLANTIDA SA,FERIAS ITINERANTES - FIABS
04/15/2016,MEDIOS GRAFICOS,SABER VIVIR,79213.03,PRODUCCIONES PUBLIEXPRRES SA,FERIAS ITINERANTES - FIABS
04/17/2016,WEB,www.facebook.com,2952.4,FACEBOOK,BAFICI 2016
04/22/2016,WEB,www.facebook.com,36905,FACEBOOK,BAFICI 2016
04/23/2016,WEB,www.filmsuez.com,24200,FILM SUEZ S.A.,BAFICI
04/23/2016,WEB,www.clarin.com,121001.27,ARTE GRAFICO EDITORIAL ARGENTINO SA,BAFICI
04/23/2016,WEB,www.perfil.com,69247.33,EDITORIAL PERFIL S.A.,BAFICI
04/23/2016,WEB,www.infobae.com,60348.75,THX MEDIOS S.A.,BAFICI
04/30/2016,WEB,www.facebook.com,99775.96,FACEBOOK,SUBTE
04/30/2016,WEB,www.facebook.com,74117.85,FACEBOOK,SUBTE
04/30/2016,WEB,www.facebook.com,156661,FACEBOOK,SUBTE
04/30/2016,WEB,www.girabsas.com.ar,32500,ZUMBA S.A,SUBTE
05/01/2016,WEB,AGENCIA NA,48000,NOTICIAS ARGENTINAS S.A,PARTICIPACION CIUDADANA
05/01/2016,WEB,ANDRESFERRARO.COM.AR,6000,FERRARO ANDRES,PARTICIPACION CIUDADANA
05/01/2016,WEB,CANCHAPOLITICA.COM.AR,5000,DIEGO ROTTMAN,PARTICIPACION CIUDADANA
05/01/2016,WEB,LANUEVAMETROPOLIS.COM.AR,5000,ANDREA GLIKMAN,PARTICIPACION CIUDADANA
05/01/2016,WEB,PERIODISMO.COM,4000,DIEGO ROTTMAN,PARTICIPACION CIUDADANA
05/01/2016,WEB,PURACIUDAD.COM.AR,9500,SPAGNOLLI MARIA NATALIA,PARTICIPACION CIUDADANA
05/01/2016,WEB,REVISTA DIGITAL EVIDENCIAS,15000,TELÉMACO S.A.,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.adnciudad.com,15000,PERUJO RIVAS MARIA ROBERTA,PARTICIPACION CIUDADANA
05/01/2016,WEB,ww.visavis.com.ar,27500,GC PRODUCCIONES,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.15minutos.com.ar,25000,IDEAR MEDIA SA,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.7miradas.com,25000,TELÉMACO S.A.,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.aim.com.ar,8050,AGENCIA ISLAMICA DE NOTICIAS S.A.AGENCIA ISLAMICA DE NOTICIAS S.A.,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.amia.org.ar,13800,ASOCIACION MUTUAL ISRAELITA ARGENTINA,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.amia.org.ar,13000,ASOCIACION MUTUAL ISRAELITA ARGENTINA,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.bigbangnews.com,282341.53,LA MAÑA S.R.L. / QUINTA COLUMNA,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.buenosairesdiario.com,21450,VELARDI LORENA VERONICA,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.buenosairesmequiere.com,11700,Patricia Anahi Garcia,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.claves-info.com.ar,5000,DEVICOM SA,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.comunacero.com.ar,9000,TRES ELES PRODUCCIONES SRL,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.dariolopreite.com.ar,8000,EN EL MEDIO PRODUCCIONES SRL ,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.dataciudad.com,7000,JAVIER ALEJANDRO SAYEGH,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.datapolitica.com,33800,SILMAR PRODUCCIONES SRL,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.defiendase.com,10000,COMARIN COMUNICACIONES Y MARKETING SRL ,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.diariocultura.com.ar,10000,LOPEZ DANIEL HORACIO,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.diarioveloz.com.ar,60000,COMPAÑIA GENERAL DE PRODUCCIONES SA / INTERLOCK SA,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.eduardoserenellini.com,10000,EDUARDO SERENELLINI,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.ejes.com,10000,EJES SA,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.enciclomedios.com,24400,RINOCERONTE PRODUCCIONES SA / PANOPTICO SRL,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.estacionaz.com,42350,DAK GRUPO CREATIVO SRL ,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.expedientepolitico.com.ar,5000,PIZZI NICOLAS ANTONIO,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.fundamind.org.ar,4999.95,FUNDACION ASISTENCIAL MATERNO INFANTIL DE AYUDA A NIÑOS CARENCIADOS,PARTICIPACION CIUDADANA 
05/01/2016,WEB,www.gacetamercantil.com.ar,15625,GACETA MERCANTIL S.A,PARTICIPACION CIUDADANA 
05/01/2016,WEB,www.generaciona.com.ar,6000,JXA SRL / JAMEOS S.A.,PARTICIPACION CIUDADANA 
05/01/2016,WEB,www.hablemosdepolitica.com.ar,3630,ANGEL PESCE,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.haceinstantes.net,51600,DAK GRUPO CREATIVO SRL ,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.haciendofoconews.com.ar,5000,RODOLFO HECTOR HERRERA,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.horasminutosysegundos.com,18000,DAK GRUPO CREATIVO SRL ,PARTICIPACION CIUDADANA
05/01/2016,WEB,www.indgraphicdesign.com.ar,5000,NICOLAS DURE,PARTICIPACION CIUDADANA
